User Language,"Are you a Smart Home Personal Assistant (SPA) user or owner, e.g., Amazon Echo or Google Home?",Which SPA do you use? (Check all that apply) - Selected Choice,Which SPA do you use? (Check all that apply) - Other - Text,How long have you been using it?,Would you consider using it in the future?,Please choose from the following why you would consider owing or buying a smart speaker/assistant in the future: Select all options that apply - Selected Choice,Please choose from the following why you would consider owing or buying a smart speaker/assistant in the future: Select all options that apply - Other - Text,Please choose from the following why you may NOT wish to use a Smart Home Personal Assistants in the future: Select all options that apply - Selected Choice,Please choose from the following why you may NOT wish to use a Smart Home Personal Assistants in the future: Select all options that apply - Other - Text,Age,Employment Status,Gender identity,Highest education level completed,Internet enabled products,Student Status,Technology use at work
EN-GB,Yes,Google Home,,"2 Years
",,,,,,38,Full-Time,Female,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Baby camera/monitor (e.g. Withings Smart Baby Monitor, Motorola Baby Monitor Camera)",No,more than once a day
EN-GB,Yes,"Google Home,Microsoft cortana",,3 Years ,,,,,,20,Part-Time,Male,Undergraduate degree (BA/BSc/other),"Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Smart Thermostat (e.g. Nest, Hive, tadoi), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Smart smoke monitors and alarms (e.g. Kepler, Birdi), Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2), Smart TV (e.g. Samsung, LG, JVC), Video streaming product (e.g. AppleTV, chromecast), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors)",Yes,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,1 Year,,,,,,37,Full-Time,Male,Secondary education (e.g. GED/GCSE),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Smart Thermostat (e.g. Nest, Hive, tadoi), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors)",No,not at all
EN-GB,Yes,"Amazon Echo/Alexa,Microsoft cortana",,"2 Years
",,,,,,22,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC)",Yes,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,1 Year,,,,,,27,Full-Time,Female,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Connected printers (e.g. WiFi), Baby camera/monitor (e.g. Withings Smart Baby Monitor, Motorola Baby Monitor Camera), Smart water sprinkler/irrigation controllers (e.g. Aifro WaterEco, BlueSpray, Rachio Smart Sprinkler Controller), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan), Smart smoke monitors and alarms (e.g. Kepler, Birdi), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner), Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2)",No,about once a day
EN-GB,Yes,Amazon Echo/Alexa,,1 Year,,,,,,26,Full-Time,Female,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,1 Year,,,,,,39,Full-Time,Female,Technical/community college,"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi)",No,4 or 6 times a week
EN-GB,No,,,,No,,,It may invade privacy,,22,Part-Time,Female,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast)",No,less than once a week
EN-GB,Yes,Google Home,,"2 Years
",,,,,,24,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan)",No,2 or 3 times a week
EN-GB,No,,,,Yes,"It provides convenience,Just to try it out",,,,48,Other,Male,Technical/community college,"Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Baby camera/monitor (e.g. Withings Smart Baby Monitor, Motorola Baby Monitor Camera), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",No,more than once a day
EN-GB,Yes,Google Home,,"2 Years
",,,,,,61,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,Secondary education (e.g. GED/GCSE),"Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart TV (e.g. Samsung, LG, JVC), Connected printers (e.g. WiFi), Video streaming product (e.g. AppleTV, chromecast)",No,2 or 3 times a week
EN-GB,Yes,"Amazon Echo/Alexa,Google Home,Microsoft cortana",,1 Year,,,,,,24,Full-Time,Male,Technical/community college,"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Connected printers (e.g. WiFi), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan), Smart water sprinkler/irrigation controllers (e.g. Aifro WaterEco, BlueSpray, Rachio Smart Sprinkler Controller), Smart doorlock and/or doorbell (e.g. August Smartlock, Danalock, Ring smart doorbell), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast)",Yes,about once a day
EN-GB,Yes,Amazon Echo/Alexa,,3 Years ,,,,,,35,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,Technical/community college,"Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Smart TV (e.g. Samsung, LG, JVC), Smart Thermostat (e.g. Nest, Hive, tadoi), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band)",No,about once a day
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,22,Full-Time,Female,High school diploma/A-levels,"Smart TV (e.g. Samsung, LG, JVC), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",No,more than once a day
EN-GB,Yes,Other,Google Home Mini,Less than a year ago,,,,,,19,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Games console (e.g. PS4, Xbox one)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,26,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Smart Thermostat (e.g. Nest, Hive, tadoi), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Baby camera/monitor (e.g. Withings Smart Baby Monitor, Motorola Baby Monitor Camera), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan), Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2)",No,more than once a day
EN-GB,Yes,"Google Home,Microsoft cortana",,"2 Years
",,,,,,24,Part-Time,Female,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",No,more than once a day
EN-GB,Yes,Google Home,,3 Years ,,,,,,32,Full-Time,Male,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Smart Thermostat (e.g. Nest, Hive, tadoi), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,1 Year,,,,,,30,Full-Time,Female,Graduate degree (MA/MSc/MPhil/other),"Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Smart doorlock and/or doorbell (e.g. August Smartlock, Danalock, Ring smart doorbell), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo)",Yes,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,3 Years ,,,,,,40,Other,Male,Technical/community college,"Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch)",No,about once a week
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,22,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Smart TV (e.g. Samsung, LG, JVC)",No,more than once a day
EN-GB,Yes,Google Home,,1 Year,,,,,,18,Other,Male,High school diploma/A-levels,"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Connected printers (e.g. WiFi)",Yes,less than once a week
EN-GB,Yes,Google Home,,1 Year,,,,,,34,Full-Time,Female,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi)",No,more than once a day
EN-GB,Yes,Google Home,,Less than a year ago,,,,,,26,Full-Time,Female,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Smart Thermostat (e.g. Nest, Hive, tadoi), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Baby camera/monitor (e.g. Withings Smart Baby Monitor, Motorola Baby Monitor Camera), Smart water sprinkler/irrigation controllers (e.g. Aifro WaterEco, BlueSpray, Rachio Smart Sprinkler Controller), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors), Smart smoke monitors and alarms (e.g. Kepler, Birdi), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner), Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2)",Yes,4 or 6 times a week
EN-GB,Yes,Amazon Echo/Alexa,,1 Year,,,,,,47,Full-Time,Female,Undergraduate degree (BA/BSc/other),"Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Connected printers (e.g. WiFi), Baby camera/monitor (e.g. Withings Smart Baby Monitor, Motorola Baby Monitor Camera), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",No,more than once a day
EN-GB,No,,,,Yes,"It provides convenience,It is useful,To keep me company",,,,39,Full-Time,Female,Technical/community college,"Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,19,Unemployed (and job seeking),Male,Secondary education (e.g. GED/GCSE),"Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Games console (e.g. PS4, Xbox one)",Yes,about once a week
EN-GB,Yes,"Amazon Echo/Alexa,Google Home",,1 Year,,,,,,31,Full-Time,Male,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast)",No,4 or 6 times a week
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,34,Part-Time,Female,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",No,4 or 6 times a week
EN-GB,Yes,Amazon Echo/Alexa,,1 Year,,,,,,22,Other,Male,High school diploma/A-levels,"Smart TV (e.g. Samsung, LG, JVC), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan)",Yes,not at all
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,64,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,Undergraduate degree (BA/BSc/other),"Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",No,not at all
EN-GB,Yes,Google Home,,1 Year,,,,,,26,Full-Time,Female,Technical/community college,"Smart water sprinkler/irrigation controllers (e.g. Aifro WaterEco, BlueSpray, Rachio Smart Sprinkler Controller), Smart TV (e.g. Samsung, LG, JVC), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors), Connected printers (e.g. WiFi), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch)",No,less than once a week
EN-GB,Yes,Amazon Echo/Alexa,,3 Years ,,,,,,20,Due to start a new job within the next month,Female,High school diploma/A-levels,"Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",Yes,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,37,Part-Time,Female,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Baby camera/monitor (e.g. Withings Smart Baby Monitor, Motorola Baby Monitor Camera), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",No,more than once a day
EN-GB,Yes,"Amazon Echo/Alexa,Microsoft cortana",,"2 Years
",,,,,,26,Full-Time,Male,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Smart Thermostat (e.g. Nest, Hive, tadoi), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Smart doorlock and/or doorbell (e.g. August Smartlock, Danalock, Ring smart doorbell), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Baby camera/monitor (e.g. Withings Smart Baby Monitor, Motorola Baby Monitor Camera), Smart water sprinkler/irrigation controllers (e.g. Aifro WaterEco, BlueSpray, Rachio Smart Sprinkler Controller), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan), Smart smoke monitors and alarms (e.g. Kepler, Birdi), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner), Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2)",Yes,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,26,Full-Time,Female,Undergraduate degree (BA/BSc/other),"Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Connected printers (e.g. WiFi), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,45,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,Secondary education (e.g. GED/GCSE),"Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",No,not at all
